Minute,Hour,Day,Req/Min,AvgResponseTime,NumberOfPods
26,7,6,142,0.75,1
27,7,6,125,0.69,1
28,7,6,89,0.70,1
29,7,6,93,0.45,1
30,7,6,107,0.35,1
31,7,6,118,0.72,1
32,7,6,104,0.88,1
33,7,6,84,0.34,1
34,7,6,115,0.63,1
35,7,6,127,0.93,1
36,7,6,99,0.92,1
37,7,6,116,0.93,1
38,7,6,108,0.76,1
39,7,6,110,0.42,1
40,7,6,119,0.35,1
41,7,6,113,0.79,1
42,7,6,92,0.75,1
43,7,6,88,0.46,1
44,7,6,150,0.30,1
45,7,6,101,0.46,1
46,7,6,108,0.64,1
47,7,6,123,0.93,1
48,7,6,122,0.66,1
49,7,6,106,0.71,1
50,7,6,112,0.74,1
51,7,6,86,0.74,1
52,7,6,95,0.55,1
53,7,6,136,0.70,1
54,7,6,107,0.32,1
55,7,6,140,0.42,1
56,7,6,147,0.48,1
57,7,6,128,0.39,1
58,7,6,143,0.93,2
59,7,6,123,0.65,1
0,8,6,882,0.36,3
1,8,6,654,0.92,6
2,8,6,917,0.67,6
3,8,6,866,0.51,4
4,8,6,855,0.76,6
5,8,6,423,0.33,2
6,8,6,609,0.50,3
7,8,6,570,0.55,3
8,8,6,579,0.77,4
9,8,6,741,0.92,6
10,8,6,664,0.80,5
11,8,6,844,0.64,5
12,8,6,968,0.90,8
13,8,6,906,0.58,5
14,8,6,939,0.71,6
15,8,6,802,0.91,7
16,8,6,508,0.40,2
17,8,6,450,0.57,3
18,8,6,728,0.33,3
19,8,6,981,0.31,3
20,8,6,404,0.86,3
21,8,6,604,0.62,4
22,8,6,611,0.40,3
23,8,6,751,0.65,5
24,8,6,751,0.42,3
25,8,6,643,0.71,4
26,8,6,939,0.51,4
27,8,6,791,0.80,6
28,8,6,895,0.67,5
29,8,6,806,0.80,6
30,8,6,401,0.76,3
31,8,6,444,0.67,3
32,8,6,538,0.76,4
33,8,6,569,0.42,2
34,8,6,617,0.51,3
35,8,6,726,0.37,3
36,8,6,999,0.35,3
37,8,6,552,0.86,4
38,8,6,516,0.48,3
39,8,6,458,0.47,2
40,8,6,448,0.52,2
41,8,6,442,0.62,3
42,8,6,489,0.41,2
43,8,6,840,0.86,7
44,8,6,776,0.78,6
45,8,6,852,0.66,5
46,8,6,493,0.60,3
47,8,6,747,0.76,5
48,8,6,474,0.60,3
49,8,6,500,0.95,4
50,8,6,810,0.77,6
51,8,6,800,0.69,5
52,8,6,776,0.98,7
53,8,6,636,0.72,4
54,8,6,728,0.35,3
55,8,6,739,0.49,4
56,8,6,886,0.70,6
57,8,6,714,0.87,6
58,8,6,439,0.47,2
59,8,6,611,0.70,4
0,9,6,975,0.49,4
1,9,6,808,0.77,6
2,9,6,695,0.99,6
3,9,6,868,0.37,3
4,9,6,855,0.98,7
5,9,6,625,0.87,5
6,9,6,696,0.44,3
7,9,6,818,0.92,7
8,9,6,553,0.59,3
9,9,6,591,0.74,4
10,9,6,674,0.66,4
11,9,6,523,0.74,4
12,9,6,952,0.46,4
13,9,6,630,0.54,3
14,9,6,758,0.31,2
15,9,6,971,0.75,7
16,9,6,557,0.58,3
17,9,6,883,0.41,4
18,9,6,716,0.97,6
19,9,6,654,0.91,5
20,9,6,995,0.40,4
21,9,6,956,0.41,4
22,9,6,855,0.39,3
23,9,6,982,0.31,3
24,9,6,724,0.47,3
25,9,6,762,0.87,6
26,9,6,923,0.99,8
27,9,6,736,0.47,3
28,9,6,982,0.61,5
29,9,6,513,0.35,2
30,9,6,793,0.97,7
31,9,6,605,0.59,3
32,9,6,549,0.91,5
33,9,6,564,0.96,5
34,9,6,421,0.77,3
35,9,6,738,0.62,4
36,9,6,600,0.73,4
37,9,6,557,0.52,3
38,9,6,432,0.90,4
39,9,6,411,0.80,3
40,9,6,711,0.37,3
41,9,6,730,0.80,5
42,9,6,988,0.55,5
43,9,6,768,0.43,3
44,9,6,888,0.63,5
45,9,6,765,0.68,5
46,9,6,817,0.93,7
47,9,6,553,0.66,4
48,9,6,872,0.59,5
49,9,6,598,0.63,4
50,9,6,823,0.53,4
51,9,6,662,0.53,3
52,9,6,405,0.50,2
53,9,6,471,0.58,3
54,9,6,564,0.75,4
55,9,6,792,0.54,4
56,9,6,781,0.47,4
57,9,6,996,0.81,7
58,9,6,945,0.47,4
59,9,6,569,0.40,2
0,10,6,430,0.69,3
1,10,6,472,0.98,4
2,10,6,716,0.49,3
3,10,6,625,0.59,4
4,10,6,908,0.62,5
5,10,6,483,0.31,2
6,10,6,426,0.39,2
7,10,6,735,0.91,6
8,10,6,900,0.92,7
9,10,6,619,0.72,4
10,10,6,557,0.32,2
11,10,6,734,0.64,4
12,10,6,551,1.00,5
13,10,6,724,0.30,2
14,10,6,872,0.43,4
15,10,6,961,0.80,7
16,10,6,462,0.94,4
17,10,6,496,0.86,4
18,10,6,507,0.62,3
19,10,6,855,0.31,3
20,10,6,707,0.37,3
21,10,6,407,0.34,2
22,10,6,805,0.31,3
23,10,6,525,0.50,3
24,10,6,610,0.76,4
25,10,6,940,0.89,7
26,10,6,872,0.98,8
27,10,6,904,0.42,4
28,10,6,708,0.60,4
29,10,6,490,0.45,2
30,10,6,599,1.00,5
31,10,6,636,0.65,4
32,10,6,882,0.67,5
33,10,6,657,0.72,4
34,10,6,503,0.94,4
35,10,6,478,0.93,4
36,10,6,678,0.81,5
37,10,6,503,0.31,2
38,10,6,958,0.75,6
39,10,6,582,0.95,5
40,10,6,417,0.83,3
41,10,6,659,0.90,5
42,10,6,965,0.61,5
43,10,6,909,0.75,6
44,10,6,867,0.92,7
45,10,6,939,0.79,7
46,10,6,546,0.74,4
47,10,6,517,0.35,2
48,10,6,618,0.96,5
49,10,6,521,0.51,3
50,10,6,677,0.50,3
51,10,6,862,0.35,3
52,10,6,883,0.50,4
53,10,6,629,0.87,5
54,10,6,584,0.70,4
55,10,6,543,1.00,5
56,10,6,531,0.92,5
57,10,6,432,0.94,4
58,10,6,488,0.97,4
59,10,6,788,0.63,5
0,11,6,695,0.54,4
1,11,6,555,0.44,3
2,11,6,468,0.59,3
3,11,6,725,0.40,3
4,11,6,789,1.00,7
5,11,6,894,0.45,4
6,11,6,695,0.32,2
7,11,6,697,0.85,5
8,11,6,635,0.61,4
9,11,6,906,0.66,5
10,11,6,599,0.35,2
11,11,6,618,0.37,2
12,11,6,601,0.98,5
13,11,6,817,0.92,7
14,11,6,490,0.64,3
15,11,6,720,0.81,5
16,11,6,639,0.60,4
17,11,6,745,0.59,4
18,11,6,622,0.89,5
19,11,6,443,0.73,3
20,11,6,965,0.94,8
21,11,6,543,0.74,4
22,11,6,821,0.31,3
23,11,6,702,0.95,6
24,11,6,560,0.57,3
25,11,6,530,0.56,3
26,11,6,470,0.58,3
27,11,6,898,0.86,7
28,11,6,828,0.45,4
29,11,6,631,0.99,6
30,11,6,930,0.85,7
31,11,6,923,0.95,8
32,11,6,617,0.46,3
33,11,6,578,0.77,4
34,11,6,701,0.66,4
35,11,6,649,0.82,5
36,11,6,452,0.98,4
37,11,6,737,0.44,3
38,11,6,785,0.66,5
39,11,6,621,0.62,4
40,11,6,909,0.61,5
41,11,6,646,0.61,4
42,11,6,480,0.60,3
43,11,6,736,0.63,4
44,11,6,464,0.98,4
45,11,6,993,0.42,4
46,11,6,483,0.51,3
47,11,6,418,0.52,2
48,11,6,459,0.44,2
49,11,6,984,0.86,8
50,11,6,558,0.68,4
51,11,6,501,0.41,2
52,11,6,728,0.95,6
53,11,6,962,0.46,4
54,11,6,979,0.94,8
55,11,6,725,0.38,3
56,11,6,628,0.49,3
57,11,6,866,0.68,5
58,11,6,938,0.59,5
59,11,6,438,0.71,3
0,12,6,873,0.69,6
1,12,6,680,0.66,4
2,12,6,893,0.82,7
3,12,6,502,0.97,5
4,12,6,867,0.57,5
5,12,6,876,0.59,5
6,12,6,889,0.53,4
7,12,6,488,0.38,2
8,12,6,516,0.56,3
9,12,6,489,0.64,3
10,12,6,656,0.60,4
11,12,6,480,0.41,2
12,12,6,886,0.87,7
13,12,6,870,0.44,4
14,12,6,603,0.41,3
15,12,6,405,0.91,4
16,12,6,506,0.86,4
17,12,6,949,0.42,4
18,12,6,683,0.52,3
19,12,6,919,0.64,5
20,12,6,572,0.54,3
21,12,6,735,0.79,5
22,12,6,544,0.41,2
23,12,6,485,0.42,2
24,12,6,542,0.47,3
25,12,6,789,0.47,4
26,12,6,426,0.73,3
27,12,6,967,0.92,8
28,12,6,625,0.85,5
29,12,6,924,0.53,5
30,12,6,436,0.73,3
31,12,6,998,0.81,7
32,12,6,823,0.74,6
33,12,6,636,0.82,5
34,12,6,699,0.42,3
35,12,6,691,0.44,3
36,12,6,979,0.33,3
37,12,6,522,0.79,4
38,12,6,446,0.99,4
39,12,6,843,0.59,5
40,12,6,699,0.63,4
41,12,6,461,0.41,2
42,12,6,449,0.63,3
43,12,6,694,0.74,5
44,12,6,646,0.48,3
45,12,6,426,0.46,2
46,12,6,690,0.58,4
47,12,6,638,0.71,4
48,12,6,943,0.45,4
49,12,6,986,0.88,8
50,12,6,705,0.51,3
51,12,6,709,0.86,6
52,12,6,636,0.79,5
53,12,6,688,0.71,5
54,12,6,901,0.65,5
55,12,6,401,0.86,3
56,12,6,739,0.31,2
57,12,6,688,0.34,2
58,12,6,807,0.64,5
59,12,6,718,0.44,3
0,13,6,829,0.70,5
1,13,6,939,0.66,6
2,13,6,422,0.63,3
3,13,6,582,0.69,4
4,13,6,511,0.49,3
5,13,6,981,0.76,7
6,13,6,721,0.96,6
7,13,6,978,0.90,8
8,13,6,800,0.59,4
9,13,6,441,0.31,2
10,13,6,582,0.70,4
11,13,6,787,0.54,4
12,13,6,918,0.99,8
13,13,6,799,0.53,4
14,13,6,748,0.54,4
15,13,6,774,0.55,4
16,13,6,608,0.35,2
17,13,6,601,0.40,3
18,13,6,834,0.53,4
19,13,6,856,0.36,3
20,13,6,630,0.43,3
21,13,6,412,0.74,3
22,13,6,802,0.48,4
23,13,6,972,0.90,8
24,13,6,880,0.31,3
25,13,6,677,0.51,3
26,13,6,890,0.57,5
27,13,6,873,0.31,3
28,13,6,942,0.59,5
29,13,6,956,0.84,7
30,13,6,642,0.68,4
31,13,6,784,0.76,5
32,13,6,869,0.87,7
33,13,6,878,0.44,4
34,13,6,603,0.75,4
35,13,6,515,1.00,5
36,13,6,492,0.69,3
37,13,6,544,0.95,5
38,13,6,828,0.30,3
39,13,6,603,0.50,3
40,13,6,926,0.80,7
41,13,6,826,0.85,6
42,13,6,694,0.44,3
43,13,6,928,0.36,3
44,13,6,827,1.00,7
45,13,6,508,0.89,4
46,13,6,686,0.84,5
47,13,6,921,0.51,4
48,13,6,433,0.52,2
49,13,6,566,0.89,5
50,13,6,923,0.42,4
51,13,6,527,0.48,3
52,13,6,460,0.35,2
53,13,6,687,0.87,5
54,13,6,509,0.58,3
55,13,6,642,0.88,5
56,13,6,824,0.89,7
57,13,6,642,0.79,5
58,13,6,643,0.75,5
59,13,6,867,0.90,7
0,14,6,855,0.95,7
1,14,6,919,0.41,4
2,14,6,868,0.74,6
3,14,6,407,0.36,2
4,14,6,675,0.99,6
5,14,6,711,0.61,4
6,14,6,669,0.77,5
7,14,6,990,0.38,4
8,14,6,808,0.70,5
9,14,6,445,0.49,2
10,14,6,554,0.96,5
11,14,6,474,0.39,2
12,14,6,563,0.63,3
13,14,6,849,0.71,6
14,14,6,441,0.91,4
15,14,6,473,0.60,3
16,14,6,917,0.57,5
17,14,6,988,0.61,6
18,14,6,637,0.79,5
19,14,6,407,0.53,2
20,14,6,639,0.37,2
21,14,6,667,0.43,3
22,14,6,998,0.36,3
23,14,6,605,0.44,3
24,14,6,822,0.55,4
25,14,6,837,0.84,6
26,14,6,509,0.31,2
27,14,6,783,0.48,4
28,14,6,733,0.42,3
29,14,6,749,0.77,5
30,14,6,656,0.97,6
31,14,6,773,0.81,6
32,14,6,749,0.61,4
33,14,6,508,0.76,4
34,14,6,567,0.32,2
35,14,6,553,0.98,5
36,14,6,951,0.31,3
37,14,6,584,0.93,5
38,14,6,860,0.78,6
39,14,6,497,0.61,3
40,14,6,582,0.64,4
41,14,6,707,0.42,3
42,14,6,486,0.57,3
43,14,6,958,0.68,6
44,14,6,799,0.86,6
45,14,6,703,0.98,6
46,14,6,827,0.78,6
47,14,6,547,0.63,3
48,14,6,725,0.44,3
49,14,6,956,0.33,3
50,14,6,961,0.44,4
51,14,6,638,0.77,5
52,14,6,880,0.86,7
53,14,6,606,0.94,5
54,14,6,414,0.83,3
55,14,6,690,0.78,5
56,14,6,932,0.49,4
57,14,6,607,0.63,4
58,14,6,934,0.46,4
59,14,6,481,0.48,2
0,15,6,827,0.75,6
1,15,6,940,0.97,8
2,15,6,877,0.95,7
3,15,6,600,0.48,3
4,15,6,684,0.84,5
5,15,6,439,0.59,3
6,15,6,914,0.40,4
7,15,6,750,0.31,2
8,15,6,455,0.43,2
9,15,6,589,0.47,3
10,15,6,599,0.40,2
11,15,6,884,0.57,5
12,15,6,630,0.57,3
13,15,6,900,0.96,8
14,15,6,843,0.76,6
15,15,6,658,0.69,4
16,15,6,495,0.49,3
17,15,6,613,0.70,4
18,15,6,631,0.49,3
19,15,6,734,0.96,6
20,15,6,623,0.31,2
21,15,6,716,0.83,5
22,15,6,524,0.99,5
23,15,6,594,0.93,5
24,15,6,955,0.39,4
25,15,6,672,0.99,6
26,15,6,450,0.60,3
27,15,6,884,0.64,5
28,15,6,982,0.48,4
29,15,6,783,0.40,3
30,15,6,432,0.83,3
31,15,6,897,0.49,4
32,15,6,727,0.45,3
33,15,6,424,0.82,3
34,15,6,669,0.93,6
35,15,6,817,0.36,3
36,15,6,948,0.55,5
37,15,6,579,0.82,4
38,15,6,461,0.37,2
39,15,6,605,0.88,5
40,15,6,536,0.87,4
41,15,6,999,0.45,4
42,15,6,747,0.30,2
43,15,6,506,0.34,2
44,15,6,527,0.91,4
45,15,6,874,0.83,7
46,15,6,870,0.43,4
47,15,6,892,0.89,7
48,15,6,855,0.79,6
49,15,6,436,0.89,4
50,15,6,604,0.35,2
51,15,6,475,0.72,3
52,15,6,734,0.73,5
53,15,6,633,0.41,3
54,15,6,553,0.71,4
55,15,6,615,0.35,2
56,15,6,775,0.42,3
57,15,6,433,0.59,3
58,15,6,902,0.90,7
59,15,6,649,0.36,2
0,16,6,922,0.64,5
1,16,6,595,0.58,3
2,16,6,530,0.99,5
3,16,6,523,0.59,3
4,16,6,539,0.66,3
5,16,6,818,0.46,4
6,16,6,563,0.74,4
7,16,6,534,0.75,4
8,16,6,642,0.83,5
9,16,6,772,0.72,5
10,16,6,935,0.92,8
11,16,6,786,0.92,7
12,16,6,575,0.43,3
13,16,6,445,0.87,4
14,16,6,770,0.50,4
15,16,6,546,0.77,4
16,16,6,751,0.57,4
17,16,6,716,0.60,4
18,16,6,978,0.88,8
19,16,6,947,0.62,5
20,16,6,987,0.67,6
21,16,6,578,0.97,5
22,16,6,597,0.93,5
23,16,6,432,0.54,2
24,16,6,615,0.79,5
25,16,6,421,0.54,2
26,16,6,777,0.62,5
27,16,6,415,0.43,2
28,16,6,634,0.84,5
29,16,6,833,0.70,5
30,16,6,864,0.76,6
31,16,6,639,0.68,4
32,16,6,893,0.47,4
33,16,6,532,0.91,5
34,16,6,499,0.73,4
35,16,6,898,0.92,7
36,16,6,664,0.70,4
37,16,6,827,0.68,5
38,16,6,935,0.82,7
39,16,6,934,0.97,8
40,16,6,594,0.57,3
41,16,6,500,0.97,5
42,16,6,913,0.41,4
43,16,6,438,0.75,3
44,16,6,550,0.93,5
45,16,6,459,0.79,4
46,16,6,463,0.63,3
47,16,6,559,0.30,2
48,16,6,500,0.38,2
49,16,6,618,0.57,3
50,16,6,909,0.66,5
51,16,6,736,0.90,6
52,16,6,427,0.67,3
53,16,6,981,0.78,7
54,16,6,859,0.99,8
55,16,6,691,0.68,4
56,16,6,860,0.61,5
57,16,6,816,0.36,3
58,16,6,695,0.91,6
59,16,6,583,0.94,5
0,17,6,680,0.73,5
1,17,6,844,0.47,4
2,17,6,667,0.99,6
3,17,6,798,0.92,7
4,17,6,521,0.31,2
5,17,6,595,0.43,3
6,17,6,944,0.60,5
7,17,6,435,0.42,2
8,17,6,712,0.90,6
9,17,6,969,0.46,4
10,17,6,674,0.68,4
11,17,6,817,0.62,5
12,17,6,453,0.52,2
13,17,6,862,0.47,4
14,17,6,676,0.55,4
15,17,6,941,0.34,3
16,17,6,498,0.50,3
17,17,6,626,0.69,4
18,17,6,957,0.40,4
19,17,6,767,0.45,3
20,17,6,735,0.50,4
21,17,6,674,0.54,4
22,17,6,925,0.34,3
23,17,6,999,0.98,9
24,17,6,756,0.37,3
25,17,6,948,0.71,6
26,17,6,569,0.80,4
27,17,6,557,0.60,3
28,17,6,877,0.92,7
29,17,6,495,0.56,3
30,17,6,502,0.61,3
31,17,6,839,0.72,6
32,17,6,709,0.76,5
33,17,6,458,0.69,3
34,17,6,975,0.90,8
35,17,6,402,0.88,3
36,17,6,627,0.47,3
37,17,6,631,0.50,3
38,17,6,511,0.80,4
39,17,6,563,0.60,3
40,17,6,931,0.63,5
41,17,6,435,0.75,3
42,17,6,432,0.32,2
43,17,6,683,0.72,5
44,17,6,864,0.65,5
45,17,6,454,0.36,2
46,17,6,461,0.97,4
47,17,6,960,0.34,3
48,17,6,556,0.68,4
49,17,6,432,0.62,3
50,17,6,430,0.64,3
51,17,6,560,0.93,5
52,17,6,598,0.43,3
53,17,6,899,0.81,7
54,17,6,432,0.39,2
55,17,6,980,0.88,8
56,17,6,658,0.46,3
57,17,6,899,0.39,3
58,17,6,599,0.49,3
59,17,6,541,0.44,2
0,18,6,1038,0.57,5
1,18,6,803,0.61,5
2,18,6,1078,0.97,9
3,18,6,1143,0.97,10
4,18,6,1160,0.81,8
5,18,6,1062,0.74,7
6,18,6,1008,0.75,7
7,18,6,945,0.91,8
8,18,6,828,0.50,4
9,18,6,985,0.33,3
10,18,6,1187,0.50,5
11,18,6,997,0.86,8
12,18,6,803,0.59,4
13,18,6,939,0.35,3
14,18,6,1096,0.62,6
15,18,6,1103,0.99,10
16,18,6,1070,0.88,8
17,18,6,902,0.84,7
18,18,6,1059,0.64,6
19,18,6,849,0.92,7
20,18,6,956,0.58,5
21,18,6,1170,0.76,8
22,18,6,1038,0.30,3
23,18,6,909,0.61,5
24,18,6,1079,0.76,7
25,18,6,1018,0.31,3
26,18,6,818,0.52,4
27,18,6,930,0.83,7
28,18,6,1097,0.36,4
29,18,6,855,0.88,7
30,18,6,840,0.82,6
31,18,6,1192,0.72,8
32,18,6,826,0.35,3
33,18,6,973,0.48,4
34,18,6,1074,0.79,8
35,18,6,954,0.95,8
36,18,6,1036,0.95,9
37,18,6,854,0.78,6
38,18,6,862,0.87,7
39,18,6,966,0.54,5
40,18,6,1100,0.66,7
41,18,6,1006,0.68,6
42,18,6,1042,0.72,7
43,18,6,876,0.89,7
44,18,6,1027,0.56,5
45,18,6,1181,0.63,7
46,18,6,836,0.68,5
47,18,6,1071,0.77,7
48,18,6,909,1.00,8
49,18,6,829,0.33,3
50,18,6,1172,0.65,7
51,18,6,1027,0.33,3
52,18,6,940,0.77,7
53,18,6,831,0.72,5
54,18,6,1058,0.72,7
55,18,6,843,0.34,3
56,18,6,954,0.62,5
57,18,6,1137,0.72,7
58,18,6,836,0.61,5
59,18,6,1076,0.54,5
0,19,6,941,0.48,4
1,19,6,1111,0.72,7
2,19,6,874,0.80,6
3,19,6,1011,0.77,7
4,19,6,1132,0.67,7
5,19,6,1029,0.33,3
6,19,6,1199,0.38,4
7,19,6,897,0.65,5
8,19,6,1182,0.82,9
9,19,6,1008,0.71,6
10,19,6,989,0.60,5
11,19,6,1041,0.31,3
12,19,6,867,0.45,4
13,19,6,920,0.53,5
14,19,6,801,0.52,4
15,19,6,874,0.40,3
16,19,6,871,0.37,3
17,19,6,960,0.35,3
18,19,6,882,0.83,7
19,19,6,1106,0.50,5
20,19,6,803,0.43,3
21,19,6,1128,0.88,9
22,19,6,803,0.50,4
23,19,6,1100,0.69,7
24,19,6,906,0.71,6
25,19,6,841,0.70,5
26,19,6,851,0.73,6
27,19,6,1025,0.48,5
28,19,6,1026,0.97,9
29,19,6,1096,0.72,7
30,19,6,1167,0.55,6
31,19,6,1105,0.78,8
32,19,6,1171,0.73,8
33,19,6,875,0.81,6
34,19,6,909,0.36,3
35,19,6,987,0.50,5
36,19,6,1054,0.62,6
37,19,6,1108,0.83,8
38,19,6,827,0.96,7
39,19,6,1048,0.75,7
40,19,6,909,0.48,4
41,19,6,1164,0.91,9
42,19,6,1073,0.83,8
43,19,6,967,0.93,8
44,19,6,1159,0.99,10
45,19,6,945,0.34,3
46,19,6,1030,0.87,8
47,19,6,938,0.62,5
48,19,6,1096,0.96,9
49,19,6,1117,0.65,7
50,19,6,1014,0.85,8
51,19,6,1149,0.64,7
52,19,6,917,0.91,7
53,19,6,931,0.99,8
54,19,6,966,0.72,6
55,19,6,910,0.68,6
56,19,6,980,0.92,8
57,19,6,1014,1.00,9
58,19,6,935,0.88,7
59,19,6,972,0.93,8
0,20,6,806,0.44,3
1,20,6,1065,0.77,7
2,20,6,952,0.48,4
3,20,6,1021,0.50,5
4,20,6,1184,0.64,7
5,20,6,1169,0.57,6
6,20,6,1107,0.50,5
7,20,6,969,1.00,9
8,20,6,823,0.61,5
9,20,6,978,0.85,7
10,20,6,990,0.67,6
11,20,6,1137,0.48,5
12,20,6,910,0.81,7
13,20,6,1115,0.42,4
14,20,6,1125,0.99,10
15,20,6,1047,0.47,5
16,20,6,820,0.74,6
17,20,6,940,0.97,8
18,20,6,853,0.42,3
19,20,6,1054,0.66,6
20,20,6,1126,0.99,10
21,20,6,1177,0.55,6
22,20,6,1090,0.62,6
23,20,6,994,0.53,5
24,20,6,1002,0.68,6
25,20,6,975,0.57,5
26,20,6,1142,0.46,5
27,20,6,1095,0.94,9
28,20,6,1165,0.72,7
29,20,6,1037,0.50,5
30,20,6,1053,0.41,4
31,20,6,1056,0.59,6
32,20,6,1168,0.76,8
33,20,6,1151,0.38,4
34,20,6,967,0.48,4
35,20,6,986,0.98,9
36,20,6,984,0.81,7
37,20,6,1090,0.35,4
38,20,6,868,0.97,8
39,20,6,814,0.75,6
40,20,6,1171,0.55,6
41,20,6,883,0.61,5
42,20,6,948,0.78,7
43,20,6,899,0.36,3
44,20,6,1100,0.72,7
45,20,6,848,0.58,5
46,20,6,859,0.32,3
47,20,6,816,0.32,3
48,20,6,1016,0.53,5
49,20,6,946,0.36,3
50,20,6,809,0.43,3
51,20,6,861,0.60,5
52,20,6,1010,0.30,3
53,20,6,863,0.57,5
54,20,6,1066,0.45,4
55,20,6,1003,0.39,4
56,20,6,880,0.72,6
57,20,6,861,0.34,3
58,20,6,1048,0.59,6
59,20,6,1045,0.90,8
0,21,6,1021,0.68,6
1,21,6,1063,0.40,4
2,21,6,953,0.56,5
3,21,6,1029,0.98,9
4,21,6,875,0.64,5
5,21,6,1052,0.40,4
6,21,6,1017,0.76,7
7,21,6,891,0.59,5
8,21,6,909,0.49,4
9,21,6,1063,0.71,7
10,21,6,924,0.46,4
11,21,6,1167,0.64,7
12,21,6,941,0.81,7
13,21,6,1085,0.71,7
14,21,6,922,0.44,4
15,21,6,1009,0.96,9
16,21,6,889,0.38,3
17,21,6,921,0.52,4
18,21,6,973,0.63,6
19,21,6,1130,0.38,4
20,21,6,890,0.92,7
21,21,6,1107,0.72,7
22,21,6,1112,0.49,5
23,21,6,1071,0.36,4
24,21,6,952,0.35,3
25,21,6,827,0.39,3
26,21,6,1048,0.59,6
27,21,6,1089,0.76,7
28,21,6,913,0.56,5
29,21,6,877,0.38,3
30,21,6,955,0.56,5
31,21,6,939,0.90,8
32,21,6,913,0.92,7
33,21,6,865,0.31,3
34,21,6,1076,0.69,7
35,21,6,1191,0.94,10
36,21,6,1102,0.46,5
37,21,6,1110,0.84,8
38,21,6,867,0.83,6
39,21,6,821,0.81,6
40,21,6,912,0.88,7
41,21,6,1192,0.67,7
42,21,6,1119,0.90,9
43,21,6,1157,0.98,10
44,21,6,952,0.34,3
45,21,6,808,0.53,4
46,21,6,970,0.85,7
47,21,6,1129,0.52,5
48,21,6,831,0.88,7
49,21,6,1102,0.80,8
50,21,6,1101,0.65,6
51,21,6,1143,0.60,6
52,21,6,866,0.72,6
53,21,6,934,0.86,7
54,21,6,814,0.93,7
55,21,6,929,0.99,8
56,21,6,911,0.65,5
57,21,6,1163,0.44,5
58,21,6,826,0.41,3
59,21,6,928,0.72,6
0,22,6,927,0.84,7
1,22,6,1019,0.61,6
2,22,6,959,0.61,5
3,22,6,1193,0.97,10
4,22,6,1027,0.54,5
5,22,6,1119,0.73,7
6,22,6,807,0.58,4
7,22,6,808,0.42,3
8,22,6,1045,0.45,4
9,22,6,1093,0.71,7
10,22,6,1025,0.41,4
11,22,6,908,0.77,6
12,22,6,1143,0.32,4
13,22,6,1020,0.46,4
14,22,6,986,0.42,4
15,22,6,1037,0.70,7
16,22,6,1123,0.49,5
17,22,6,1128,0.77,8
18,22,6,1002,0.96,9
19,22,6,815,0.30,3
20,22,6,1115,0.65,7
21,22,6,1080,0.83,8
22,22,6,978,0.37,4
23,22,6,1158,0.67,7
24,22,6,1074,0.33,3
25,22,6,1087,0.57,6
26,22,6,1194,0.32,4
27,22,6,856,0.83,6
28,22,6,1030,0.39,4
29,22,6,1170,0.93,10
30,22,6,938,0.89,7
31,22,6,896,0.77,6
32,22,6,875,0.51,4
33,22,6,965,0.70,6
34,22,6,1001,0.37,4
35,22,6,1131,0.44,5
36,22,6,910,0.72,6
37,22,6,1158,0.53,6
38,22,6,1119,0.77,8
39,22,6,876,0.76,6
40,22,6,1096,0.35,4
41,22,6,911,0.49,4
42,22,6,1187,0.60,6
43,22,6,942,0.48,4
44,22,6,1101,0.64,6
45,22,6,844,0.85,6
46,22,6,913,0.43,4
47,22,6,818,0.53,4
48,22,6,822,0.73,6
49,22,6,1055,0.86,8
50,22,6,929,0.84,7
51,22,6,1183,0.42,5
52,22,6,1193,0.98,10
53,22,6,1031,0.68,6
54,22,6,1089,0.55,5
55,22,6,887,0.51,4
56,22,6,847,0.83,6
57,22,6,995,0.42,4
58,22,6,1127,0.36,4
59,22,6,928,0.40,4
0,23,6,1043,0.83,8
1,23,6,983,0.31,3
2,23,6,927,0.61,5
3,23,6,1198,0.73,8
4,23,6,888,0.47,4
5,23,6,1135,0.82,8
6,23,6,1097,0.34,4
7,23,6,1111,0.59,6
8,23,6,845,0.83,6
9,23,6,804,0.34,3
10,23,6,1111,0.90,9
11,23,6,869,0.75,6
12,23,6,1150,0.59,6
13,23,6,830,0.45,4
14,23,6,964,0.86,7
15,23,6,1016,0.93,8
16,23,6,947,0.95,8
17,23,6,922,0.68,6
18,23,6,957,0.51,5
19,23,6,914,0.30,3
20,23,6,940,0.65,6
21,23,6,917,0.98,8
22,23,6,1060,0.69,7
23,23,6,885,0.76,6
24,23,6,1188,0.60,6
25,23,6,949,0.74,6
26,23,6,911,0.41,4
27,23,6,947,0.97,8
28,23,6,1147,0.71,7
29,23,6,957,0.77,7
30,23,6,1115,0.80,8
31,23,6,846,0.78,6
32,23,6,1060,0.48,5
33,23,6,855,1.00,8
34,23,6,955,0.83,7
35,23,6,1139,0.77,8
36,23,6,1003,0.33,3
37,23,6,857,0.77,6
38,23,6,922,0.35,3
39,23,6,935,0.36,3
40,23,6,994,0.41,4
41,23,6,823,0.54,4
42,23,6,1191,0.45,5
43,23,6,852,0.80,6
44,23,6,1018,0.52,5
45,23,6,947,0.44,4
46,23,6,1022,0.83,8
47,23,6,1062,0.41,4
48,23,6,1021,0.93,8
49,23,6,1005,0.76,7
50,23,6,966,0.90,8
